depth,mag,nst,gap,dmin,rms,horizontalError,depthError,lon_sin,lon_cos,lat_sin,lat_cos
,5.1,10.0,182.6,,1.05,,,0.4092224550717216,-0.9124346454760871,-0.8825950097832185,0.47013407524424405
99.0,5.0,23.0,133.7,,1.27,,23.7,0.8250346059605461,-0.5650822054953831,0.1980850455389588,0.9801848370250524
214.1,5.136,47.0,53.0,,1.04,,,0.9418640903100782,0.33599410022256165,0.5941070238082912,0.8043860045162736
606.3270000000003,5.4,275.0,34.2,,0.89,,6.1,-0.01816787791412356,-0.9998349504853776,-0.3596874092237915,0.9330728629886719
66.4,5.2519,104.0,71.7,,0.68,,7.7,0.8183303202755415,-0.574748194357955,0.2117000816292145,0.9773346793387534
,5.1,9.0,130.7,,1.31,,0.0,0.3254856411561748,-0.9455469831801875,-0.7836500911204323,0.6212024908891931
177.0,5.136,103.0,55.1,,1.15,,13.3,0.22008456584412828,-0.9754807962626438,-0.25632311368551,0.9665911552412246
5.7,5.3,21.0,89.4,,0.74,,18.4,0.03610301467526215,-0.9993480736617036,-0.5828323126827833,0.812592453381668
16.0,5.1,417.0,36.5,,,,,0.36325123047297836,0.9316912275855489,0.6118031920392558,0.791010021561407
116.6,5.0,174.0,39.7,,0.88,,,-0.9337679395350391,0.35787907887509635,-0.5252488912396028,0.8509486484221994
35.0,5.6,86.0,35.2,,1.21,,,0.5911266566682079,-0.8065787474117246,-0.05705871340662542,0.9983708245057948
43.2,5.5,479.0,64.3,,0.95,,2.5,-0.31382674517999576,-0.9494802652028793,0.814318172324514,0.580418740412526
35.0,5.136,28.0,133.6,,0.94,,,0.591577043004449,-0.8062484742249825,-0.056657937085093944,0.9983936489007037
,5.5,99.0,38.0,,1.02,,,0.648465409442412,-0.7612441216565714,-0.04966907868545426,0.9987657295995583
13.0,5.5,61.0,38.0,,1.02,,26.9,0.6481730648870452,-0.7614930583760658,-0.05019202436615725,0.9987395860233172
,5.2,228.0,78.3,,1.16,,,0.973391258030561,0.22914942458946225,0.5779146001276398,0.8160972460187021
35.0,5.2519,52.0,119.4,,0.93,,,0.9828549916653012,-0.18438021954266334,-0.07269858737371467,0.9973539569249557
36.9,5.1,34.0,96.7,,0.92,,15.1,0.6494878622031705,-0.7603719595374065,-0.05074981792167918,0.9987113977425692
25.3,5.136,61.0,103.1,,0.69,,16.9,0.8431193860232943,-0.5377264182757839,0.2628965021713895,0.9648240405100034
20.0,6.1,576.0,38.6,,0.86,,,0.43474391635866527,-0.900554122298671,0.7194731519140157,0.6945202543302187
100.0,5.6,222.0,67.1,,1.02,,,-0.9320331699599413,0.3623729709766211,-0.35187432283212766,0.9360472535782751
29.7,5.5,185.0,42.0,,0.92,,,0.9823068678680377,-0.18727844867812615,-0.06176277412664462,0.998090857453459
54.6,5.6,217.0,24.0,,1.19,,,0.42535285460216193,-0.9050275957570532,-0.11002922040877156,0.9939283528787364
21.0,6.8,494.0,23.9,,1.18,,,0.9815605187406343,-0.1911516362724024,-0.06799787777932867,0.9976854657744131
44.8,5.136,35.0,75.5,,0.76,,16.5,0.6540809579092741,-0.7564245504347982,-0.037934354023051724,0.9992802333604192
105.9,5.136,119.0,88.7,,0.8,,8.8,-0.9672012859543511,0.25401116599128,-0.20926017255825943,0.9778600002970198
39.4,5.1,48.0,48.4,,0.92,,12.6,0.649554214701189,-0.7603152781339605,-0.05101127821204067,0.9986980772461584
,5.0,10.0,177.8,,0.63,,,-0.9886700908774914,0.15010480140319596,-0.6988897971872592,0.7152293697741667
352.4,5.2,169.0,42.7,,0.67,,6.9,-0.046077824802426295,-0.9989378529525632,-0.26013377457061065,0.9655725862552471
48.8,5.2,65.0,47.8,,1.09,,11.6,0.8719325770696662,-0.48962596034590594,0.09949341818939234,0.9950382202392984
,5.136,56.0,57.4,,0.99,,,0.5612025074317537,-0.8276785279637937,0.18014146761935915,0.9836407126811819
30.0,5.8,259.0,28.7,,0.83,,,0.9851213266696319,-0.17186032625555064,-0.03482972597572684,0.9993932610281379
83.3,5.3,191.0,15.8,,0.86,,7.3,0.42647402324135797,-0.9044998106690403,-0.11054962497102457,0.9938706054707352
35.0,5.136,42.0,70.6,,0.83,,,0.9924458477093749,-0.12268349263213961,0.032108538581781546,0.9994843879471766
12.0,5.0,16.0,191.03000000000029,,,,,-0.22512111057443485,0.9743307885793885,-0.028445029504526608,0.9995953582807828
,5.0,114.0,180.1,,0.96,,,-0.9469357395278951,-0.3214229382056582,0.3302837687715945,0.9438816833088943
35.0,5.0,8.0,172.2,,0.96,,,0.14582403266804722,-0.9893105435081688,-0.25200179878398415,0.9677267658846873
138.6,5.136,41.0,61.3,,0.93,,11.5,0.2185349819065233,-0.9758291150007339,-0.2601843314763933,0.9655589643590816
54.8,5.1,69.0,50.2,,0.9,,13.0,0.6243159827571598,-0.7811719104486295,-0.049878258599811334,0.9987553050267369
44.4,5.136,69.0,49.5,,0.91,,13.4,0.6242205399450177,-0.7812481792047586,-0.04904152590670866,0.9987967404516004
35.0,5.136,48.0,75.5,,0.83,,,0.6214623249397768,-0.7834440494894624,-0.04932044065776908,0.9987830065301089
49.7,5.4,149.0,36.2,,1.28,,10.9,0.6250383187084504,-0.7805940687361861,-0.04996541625225077,0.9987509485245756
,5.1,51.0,130.8,,1.01,,,0.19929952228133635,-0.9799386207403151,-0.36538048058121947,0.9308582622559877
27.6,5.6,189.0,32.9,,1.13,,,0.982093775134401,-0.18839271971671476,-0.06265116809822757,0.9980354859101592
23.4,5.136,36.0,187.5,,1.08,,,0.9828935866114756,-0.18417436683216698,-0.05622230029537328,0.9984182755486284
35.0,5.5,201.0,28.7,,0.86,,,0.9822774381195063,-0.18743274676901944,-0.06263374908340526,0.9980365792273133
23.7,5.2,140.0,35.6,,0.93,,,0.983315285088851,-0.1819094558032422,-0.05603061671198567,0.9984290510551436
35.0,5.367800000000001,80.0,111.4,,0.83,,,0.9832326359563164,-0.18235565138046544,-0.056605661238239395,0.9983966141347744
46.3,6.0,330.0,15.2,,1.13,,,0.4262529995153205,-0.9046039909287336,-0.109907788331905,0.9939417880660765
91.8,5.0,144.0,44.6,,0.87,,,-0.102427952267037,-0.994740425736474,-0.2842830866072967,0.958740385437595
40.8,5.2,145.0,102.4,,0.86,,4.5,-0.9563353678127744,0.29227155911994834,-0.5943877712922352,0.8041785730409942
59.1,5.3,117.0,64.5,,0.88,,7.6,0.8059696106012247,-0.5919569129483244,0.09301357909541157,0.9956648402468883
,5.2,21.0,137.4,,1.33,,,-0.999971707115157,0.007522298132787734,-0.6598180798025141,0.7514253799052326
,5.3,12.0,157.6,,1.45,,0.0,-0.9999753864042186,0.007016166028092249,-0.6554265348213055,0.7552589340432432
,5.2519,88.0,38.1,,0.94,,,0.629903455265867,-0.776673442988829,0.07863308943039968,0.9969036248537924
,5.1,121.0,88.9,,0.84,,,0.19291586712556494,-0.9812153016597281,0.8116759404067064,0.5841080103584343
,5.3,214.0,46.9,,0.83,,,0.19219654697601626,-0.9813564527379927,0.8121548138391612,0.583441992281904
35.0,5.5,157.0,65.4,,1.35,,,0.9155924262723413,0.4021075838040452,0.4794578602559066,0.8775649037187093
,5.7,406.0,28.4,,0.94,,,-0.6767988820647063,0.7361679653692924,0.5019938506228109,0.8648711892165694
51.9,5.0,167.0,50.6,,0.87,,5.2,0.8506826870803649,-0.5256795277559608,0.3987650745822491,0.9170531147613061
44.2,5.4,194.0,79.9,,1.17,,,0.7821842433129289,-0.6230471968582965,0.4496308166788738,0.8932144919853736
40.1,5.136,106.0,126.5,,0.74,,,0.9936604588211103,-0.11242282942276645,0.0519002169400283,0.9986522755602062
,5.5,112.0,156.3,,1.19,,,-0.9547244611827295,-0.2974915178947914,-0.1116250315302011,0.993750397401622
509.3,6.6,538.0,13.1,,0.93,,,0.027974152613123325,-0.9996086468141308,-0.4348382197819018,0.9005085910844529
28.9,5.1,152.0,71.7,,1.24,,12.8,-0.9985498544640475,-0.053834822836427605,0.2485039279651514,0.9686308883087978
49.1,5.2,98.0,46.1,,1.18,,12.0,0.20613587207997636,-0.978523378485066,-0.3104607564573017,0.9505861974066108
7.0,5.0,72.0,78.9,,,,,0.22086766100749186,-0.9753037866844769,-0.703394702810504,0.7107994738729925
,5.2,58.0,68.1,,1.27,,,-0.9718254072377559,0.2357018834188008,-0.7192185486256845,0.6947839083576733
27.5,5.0,61.0,75.8,,0.97,,15.4,0.8533779770106376,-0.5212926513516488,0.3392469361257319,0.940697356395405
191.2,5.0,267.0,95.6,,0.84,,,-0.30662575519988194,-0.9518301561981014,0.830313932737549,0.5572959475017782
39.8,5.4,57.0,57.1,,1.09,,,-0.029334775858066514,-0.9995696428590441,-0.5451219842229709,0.8383567392922963
42.7,5.2519,63.0,116.7,,1.22,,14.2,-0.9657358425191385,0.2595270361134845,-0.7208898856842129,0.693049617789522
19.0,6.1,279.0,26.9,,1.17,,,0.21715521807415594,-0.9761370863066139,-0.7045475142856373,0.7096568185495928
5.0,5.2519,38.0,55.0,,,,,0.21643961393810274,-0.9762960071199334,-0.7047580426870569,0.7094477438599044
18.0,6.8,338.0,19.0,,1.2,,,0.2155364237371131,-0.9764958013440793,-0.7045846708639706,0.7096199275552444
,5.0,46.0,74.3,,1.07,,,0.9362558951837902,0.3513187992886229,-0.38822341219484846,0.9215652891812868
75.4,5.136,138.0,45.2,,0.97,,7.0,0.9883588552632665,-0.1521406363293039,0.01329901684977482,0.9999115641649663
35.0,5.136,71.0,111.3,,1.1,,,0.18552941494761452,-0.9826387109152559,-0.36142929671189455,0.9323995192396579
,5.2,109.0,60.7,,1.04,,,0.18573521424735118,-0.9825998321740599,-0.36097359720821653,0.9325760355695187
37.0,6.1,339.0,34.6,,1.12,,7.7,0.18746703460574893,-0.9822708948839556,-0.362112684089851,0.9321343272411138
96.1,5.367800000000001,,,,0.69,,0.1,-0.4733642524653646,-0.8808667802158886,0.88155899762593,0.4720738646703134
35.0,5.136,54.0,51.8,,0.75,,12.8,0.6395865972305947,-0.7687190544295028,-0.04830935654564599,0.998832421415197
,5.5,302.0,61.6,,0.97,,,-0.9915923006110168,0.12940134995026514,0.08579948596116842,0.9963124249997083
26.0,5.4,117.0,60.0,,1.13,,,0.3579279703594846,-0.9337491997503077,-0.8128060179962711,0.5825344428521333
47.1,5.1,53.0,61.4,,1.17,,10.6,0.8086167142577813,-0.5883357964827142,0.023926180651220916,0.9997137279638832
35.0,5.3,76.0,56.1,,1.28,,,-0.030992084005743718,-0.9995196299868156,-0.5476946553677167,0.8366782921061344
58.5,5.0,61.0,51.7,,1.04,,9.4,0.5581506628849808,-0.8297396203153471,-0.0992155472236312,0.9950659652450763
15.0,5.7,280.0,27.6,,0.86,,,0.9832262699442457,-0.18238997256298198,-0.05730265971346096,0.998356852628239
35.0,5.4,216.0,29.0,,0.88,,,0.9817003764775039,-0.19043206353953937,-0.06801529066524817,0.9976842788356053
,5.6,117.0,50.8,,1.17,,,0.270432420448667,-0.9627389604510017,-0.755304689606836,0.655373806203697
14.2,5.2,123.0,138.2,,1.16,,12.3,-0.9994821439126306,-0.03217831567704612,0.240736275485307,0.9705905654113182
12.0,5.367,39.0,182.7,,,,,0.050592940076713395,-0.9987193571841861,-0.5960847478029567,0.8029215238344812
219.5,5.4,260.0,36.9,,1.03,,,0.19080899537654497,-0.981627183447664,-0.3172218983462011,0.9483513416501462
,5.4,94.0,42.7,,1.16,,,0.16917748928862225,-0.9855856011113383,-0.36221029498265495,0.9320964017785811
155.0,5.1,83.0,49.3,,,,,0.062442138662291605,-0.9980485856506581,-0.6196420530404845,0.7848845304271026
36.6,5.2,89.0,54.1,,1.35,,18.8,0.9995065603657316,-0.03141075907812828,0.16852378700431386,0.9856975870994737
497.6,5.4,137.0,32.7,,1.13,,7.6,0.027974152613123325,-0.9996086468141308,-0.4405503358725859,0.8977279106514132
502.2,5.2,163.0,35.6,,0.94,,6.3,0.027974152613123325,-0.9996086468141308,-0.42503691446725256,0.9051760167725156
49.3,5.3,143.0,43.4,,1.08,,11.1,0.5667226369028076,-0.8239086434926681,0.23164603337189105,0.972800141459215
,5.4,185.0,85.2,,0.8,,,-0.1189411969913891,-0.9929013000586995,-0.2652027402365579,0.9641926708760137
27.3,5.9,270.0,29.8,,0.91,,,0.986343153931003,-0.16470331719015746,-0.03027683488410776,0.9995415515472083
,5.0,172.0,167.5,,1.28,,,-0.7894056156326954,-0.6138719524522724,0.6917273550427513,0.7221587542123681
19.2,5.136,166.0,41.2,,0.84,,,0.9776660111745245,0.2101646273617296,0.6810659960720195,0.7322220353106208
39.0,6.0,356.0,16.6,,0.99,,,0.4556691999484415,-0.8901491898655793,-0.08381697916712422,0.9964811659049547
60.8,5.4,60.0,65.4,,1.03,,11.1,0.3052964511287753,-0.9522573585581658,-0.18986661315830142,0.9818098946373457
38.8,5.3,192.0,56.5,,0.84,,5.5,0.8561047686167808,-0.5168023076105681,0.326640601520979,0.945148621878069
,5.2,14.0,81.8,,1.13,,,0.017644363091756234,0.9998443261083628,-0.8159257393852399,0.578156715613206
,5.0,188.0,63.1,,1.1,,,-0.5054013726788169,0.8628843795633153,0.6232246527946714,0.7820428582558383
,5.4,238.0,41.0,,1.25,,,0.9485007236440843,0.3167749630994348,-0.1148157862571624,0.9933868004086573
49.6,5.136,76.0,99.5,,0.74,,,-0.9708002778429955,0.23988918387447733,-0.23468406118014762,0.9720717007649141
337.5,5.7,439.0,21.5,,1.03,,,-0.04539785875275704,-0.9989689857151045,-0.353572801310772,0.9354070099017077
41.0,5.8,574.0,23.6,,0.86,,,0.5483224210796857,-0.8362670162940256,0.6890252701632285,0.7247373159128002
,5.1,102.0,72.3,,1.2,,,-0.2797452328108769,0.960074270418486,-0.6692602994069952,0.743028028837176
,5.136,63.0,95.5,,0.87,,,-0.9554897217664915,-0.29502439153160315,-0.4510488965542709,0.8924992397291858
,5.0,12.0,191.03000000000029,,1.03,,,0.49668617178585883,-0.8679302084595906,-0.065559871735748,0.9978486374285392
99.0,5.1,114.0,38.6,,0.84,,,0.8137302025480374,-0.5812427698140684,0.21113714218127916,0.9774564477210851
57.9,5.0,159.0,92.3,,0.71,,5.7,0.6360108809079961,-0.7716800887457411,0.5816545612106176,0.8134359049260635
,5.2,221.0,83.1,,0.84,,,-0.9997512469347692,-0.022303458305248946,-0.0072081473898577145,0.999974020968148
20.0,6.1,344.0,17.6,,0.9,,,0.5424708611297194,-0.8400746186055026,0.3211089047557418,0.9470422753428529
139.9,5.3,231.0,22.1,,1.04,,8.5,-0.04918098376164316,-0.9987898832268162,-0.3946476386294848,0.9188325425909618
43.6,5.2519,99.0,123.2,,1.0,,17.7,0.24429205076310903,-0.9697017035841252,-0.20750194708080785,0.978234604763946
26.6,5.1,123.0,99.3,,1.19,,15.1,-0.9743072086094936,0.22522314102146943,-0.23534567497979106,0.9719117312124114
,5.4,137.0,171.8,,1.29,,,-0.9494802652028792,-0.313826745179996,0.32922923698132484,0.9442500248963167
35.0,5.2519,119.0,62.2,,0.9,,,0.9804879175880168,-0.1965793566575964,-0.0763013769282674,0.9970848007460802
509.4,6.5,573.0,19.2,,1.05,,5.5,0.027974152613123325,-0.9996086468141308,-0.42560556939580946,0.9049087795459103
5.1,5.1,20.0,155.0,,1.27,,33.46999999999971,-0.9922367261661534,0.12436349644117357,-0.6768759696826607,0.7360970871197343
,5.0,23.0,117.0,,1.2,,,-0.04557221103968285,-0.9989610470788912,-0.288614060013302,0.9574455203104969
,5.1,,,,,,,-0.08280820751220419,-0.9965655024977614,-0.2630312144579748,0.964787323828813
,5.1,5.0,178.2,,1.5,,,-0.10027488861346415,-0.9949597714046319,-0.26284598374241186,0.9648378044161017
,5.7,112.0,39.3,,1.19,,,0.8924992397291857,-0.45104889655427116,-0.14409713881113376,0.9895635475230709
35.0,6.2,389.0,31.9,,0.85,,,0.9987167067750167,-0.05064523283059649,0.04436915228758335,0.9990152042513073
502.9,5.0,139.0,53.7,,0.68,,5.4,0.6486646804625917,-0.7610743277238852,0.4682845428107321,0.8835777198212638
,5.3,82.0,85.9,,1.17,,,0.20312909623818207,-0.979151964845835,-0.3671182223722905,0.9301742905510824
70.0,5.4,124.0,49.3,,,,,0.12394785839500168,-0.9922887323754577,-0.6712032464980093,0.7412733651565613
7.1,5.2,59.0,83.6,,1.2,,17.7,0.26518591185943563,-0.964197299390161,-0.7507455377502157,0.6605915058098608
45.5,5.2,,,,0.9,,0.2,-0.48042556466632913,-0.8770355048771052,0.8506496559823554,0.5257329766878813
65.3,5.136,240.0,106.5,,0.71,,3.1,-0.07809370117935387,-0.9969460235319211,0.784505866218001,0.6201213960746266
17.4,5.1,28.0,110.7,,1.02,,23.6,0.2639067192101585,-0.9645482069630996,-0.7515405284393524,0.659686921283952
68.6,5.0,329.0,117.9,,0.68,,3.2,-0.027886745731077998,-0.9996110890804134,0.7828145474891113,0.6222550797216668
,5.1,57.0,69.8,,1.12,,,0.26458003652322326,-0.9643637302767923,-0.7505149020811234,0.6608535251885713
42.2,5.1,,,,1.3,,33.46999999999971,-0.31952663170999374,-0.9475772958593225,0.8107533379431154,0.5853879269459668
30.0,5.4,346.0,75.2,,0.83,,,-0.31599679696028105,-0.9487602564983648,0.814145922775993,0.5806603279260836
,5.136,65.0,65.1,,0.96,,,0.5604077346384465,-0.8282168622754578,0.18058781105296748,0.9835588658027021
47.3,5.8314,176.0,139.2,,0.73,,3.3,-0.3139427437352522,-0.9494419169469935,0.8132734446162334,0.5818816926850735
32.0,6.3,583.0,39.4,,1.02,,,-0.31385988810241616,-0.9494693100044566,0.8142269903160968,0.5805466460507638
,5.1,132.0,50.8,,0.88,,,0.5619390164998401,-0.8271786637330488,0.1807251400169586,0.983533641400156
,5.3,239.0,56.2,,0.8,,,-0.5450780872195286,0.838385280663431,0.8432695146908317,0.5374909539639613
28.6,5.2,201.0,46.3,,0.79,,,-0.9430718308975604,0.33258911853445106,-0.4359694886193201,0.899961446392571
29.8,5.136,116.0,90.1,,0.9,,,-0.942961488317925,0.33290183470393153,-0.4360166098928227,0.8999386178498898
35.0,5.2519,96.0,42.8,,0.89,,,0.9854702173338283,-0.16984831688308563,-0.03233531356745196,0.9994770770240279
,5.0,18.0,189.4,,0.95,,,0.6537904635223977,0.7566756437253471,0.2324099972923406,0.9726179070727488
,5.1,45.0,106.2,,1.2,,,0.2586841738920631,-0.9659619548293715,-0.7432966272661049,0.6689619749244595
,5.136,21.0,80.1,,0.89,,,0.6409138929830556,-0.7676127811476984,0.18225268649991389,0.9832517268042625
22.0,5.9,288.0,30.2,,1.01,,,0.9809144534873439,-0.19443979772573713,-0.07393443607558496,0.997263104282007
37.9,5.3,90.0,30.6,,1.08,,5.3,0.5640449905344658,-0.8257440575947091,0.18060497736605696,0.9835557138010058
,5.0,34.0,97.0,,1.32,,,0.2813534592662579,-0.9596042053674578,-0.7577130713726906,0.6525878496194699
156.9,5.3,308.0,36.7,,0.91,,,-0.9973093618033549,-0.07330782263431944,0.2987576502923028,0.9543290137011565
35.0,5.136,131.0,33.5,,0.75,,,0.9934028220333393,-0.1146770821751127,0.07130594813289663,0.9974544910725845
,5.9,80.0,57.6,,1.18,,,0.5266145842553542,-0.8501041581180275,-0.055089594754717953,0.9984814152250211
,5.2519,55.0,67.4,,0.88,,,0.5255310476123651,-0.8507744225089574,-0.054113668457019704,0.9985347820111845
,5.136,49.0,89.1,,0.97,,,0.2727000679108197,-0.9620990972667184,-0.7558877502803559,0.6547012364247544
169.9,5.1,196.0,27.7,,0.88,,4.1,0.6080411537417735,-0.7939055078259459,0.3880464772069773,0.9216398057415135
35.0,5.3,9.0,166.4,,0.72,,,-0.0850691278224282,-0.9963750516203883,-0.25858301717448895,0.9659890388761861
24.2,5.5,295.0,24.4,,0.87,,,0.5651829982700707,-0.8249655619881677,0.18251009495140216,0.9832039794675519
18.0,6.6,572.0,21.9,,1.28,,,0.2737913589966061,-0.9617891098046346,-0.7562875434500717,0.6542393687498912
,5.4837,96.0,92.0,,0.89,,,0.5656436577865633,-0.8246497756052791,0.18275033155387355,0.9831593544878415
,7.4,499.0,16.6,,1.19,,,0.2737074260208129,-0.9618129989457729,-0.7578041824394663,0.6524820465554988
,5.136,27.0,95.1,,1.09,,,0.5631511194146229,-0.8263539294406829,0.18259589498964846,0.9831880487134337
14.0,6.9,535.0,15.2,,1.13,,,0.5632664946996319,-0.8262752906560801,0.18144605921106152,0.983400898716681
,5.2519,42.0,130.0,,1.15,,,0.15719290903308922,-0.9875679163225762,-0.36590031289741254,0.9306540501290346
,5.6,125.0,67.1,,1.31,,,0.1861982328695927,-0.9825121974185567,-0.35993167479901045,0.9329786650703109
35.0,5.2,86.0,76.0,,1.29,,,-0.05292854568866216,-0.9985983021472064,-0.47749616662346045,0.8786338320710742
,5.42,38.0,109.3,,1.2,,,0.18599245191388147,-0.9825511731360675,-0.36064804477614076,0.9327019823068603
,5.7,196.0,85.8,,1.27,,,0.1866440635756287,-0.9824276021834772,-0.36094104394361376,0.9325886353569265
2.0,5.136,39.0,65.7,,,,,0.05529871500352668,-0.9984698553882129,-0.6126312001868033,0.7903689091542487
24.8,5.5,192.0,34.6,,0.87,,,0.7936295057712291,-0.6084013540166676,0.10412922818056163,0.9945637756516776
35.0,6.0,214.0,33.0,,1.0,,,0.9953576432168628,-0.09624532243061167,0.05059294007671331,0.9987193571841863
20.0,5.7,280.0,27.1,,0.91,,,0.9953408300791237,-0.09641904364492006,0.05085440245622783,0.9987060777580259
,5.2519,64.0,89.0,,1.28,,,0.18693554749324925,-0.9823721805321032,-0.36538048058121947,0.9308582622559877
260.0,7.5,558.0,11.8,,0.97,,,0.6064325819334724,-0.7951349090371409,0.37481695511510477,0.9270988351617326
548.1,5.136,107.0,36.1,,1.33,,11.1,-0.030660629046617097,-0.9995298523938471,-0.34046160453554547,0.9402584197108165
,5.9,151.0,61.2,,1.07,,,0.18839271971671495,-0.982093775134401,-0.36372275522987035,0.9315072502820317
,5.8,162.0,61.4,,1.22,,,0.18750132221405447,-0.9822643504515377,-0.3649092840943307,0.9310430786927977
,5.367800000000001,81.0,109.7,,0.95,,,0.18636971076062084,-0.9824796847319555,-0.366988341962233,0.9302255408575982
,5.136,55.0,89.2,,1.12,,,0.18381410515463784,-0.9829610240219089,-0.36110380586787744,0.9325256250568851
,5.5,181.0,55.4,,1.06,,,0.18383126103292816,-0.9829578157108491,-0.3622428310642913,0.932083757686254
37.2,5.5,94.0,50.7,,0.87,,10.0,0.6167474069522723,-0.7871611245594184,0.2143602961132076,0.9767546587809336
,5.136,86.0,88.7,,1.33,,,0.18558086553586045,-0.98262899527083,-0.35916622695671024,0.9332736047985504
,5.2519,105.0,67.6,,0.94,,,0.18405428235296717,-0.9829160804196533,-0.36245430483447183,0.9320015434037434
,5.136,101.0,67.2,,1.17,,,0.18523785201073253,-0.9826937153469792,-0.36061548711536573,0.9327145707302676
,5.5,123.0,55.4,,1.13,,,0.1838998839860565,-0.9829449794723584,-0.362372970976621,0.9320331699599413
